Title,ViewCount,URL,Thumbnail,PublishedAt,DurationSec,Rank
【合体篇】初対面でありがちなシーン再現【アニメ】,3740692,https://www.youtube.com/watch?v=7qC0uFMbQNQ,https://i.ytimg.com/vi/7qC0uFMbQNQ/hqdefault.jpg,2020-06-19T08:00:01Z,157,87
何があったん？ってなるアニメ,3725590,https://www.youtube.com/watch?v=p1mMUJ1kVFo,https://i.ytimg.com/vi/p1mMUJ1kVFo/hqdefault.jpg,2020-09-26T10:15:01Z,128,88
【アニメ】狂った医者,3723046,https://www.youtube.com/watch?v=wWKJ1MOhdgU,https://i.ytimg.com/vi/wWKJ1MOhdgU/hqdefault.jpg,2021-10-02T10:00:34Z,176,89
【アニメ】ツッコミが必要なヤンキーの喧嘩,3716031,https://www.youtube.com/watch?v=r6CoIfnXdDU,https://i.ytimg.com/vi/r6CoIfnXdDU/hqdefault.jpg,2020-08-28T10:00:14Z,147,90
【アニメ】恋人と鼻くそ,3689134,https://www.youtube.com/watch?v=qoymGnFNGW8,https://i.ytimg.com/vi/qoymGnFNGW8/hqdefault.jpg,2020-01-08T09:00:10Z,96,91
【アニメ】理不尽すぎるバンドメンバー紹介,3677243,https://www.youtube.com/watch?v=dXmMWdwwNmk,https://i.ytimg.com/vi/dXmMWdwwNmk/hqdefault.jpg,2020-07-23T10:00:13Z,152,92
【アニメ】パソコン教室に鬼教官が来た,3658240,https://www.youtube.com/watch?v=Gj27zk6ycIo,https://i.ytimg.com/vi/Gj27zk6ycIo/hqdefault.jpg,2021-04-25T10:00:13Z,173,93
何なんこの状況ってなるアニメ,3621154,https://www.youtube.com/watch?v=9NKK_DmI8SU,https://i.ytimg.com/vi/9NKK_DmI8SU/hqdefault.jpg,2020-08-14T10:00:02Z,160,94
《アニメ》やばい奴らの１週間がカオスすぎる（学校生活）,3612416,https://www.youtube.com/watch?v=PbkN-llmSHI,https://i.ytimg.com/vi/PbkN-llmSHI/hqdefault.jpg,2019-11-18T09:00:06Z,97,95
【重大発表】別れました。,3611569,https://www.youtube.com/watch?v=cJ9blOHGqXY,https://i.ytimg.com/vi/cJ9blOHGqXY/hqdefault.jpg,2020-11-01T10:00:22Z,137,96
【アニメ】筋トレのジム選びミスった,3596982,https://www.youtube.com/watch?v=cCVJ9moPbeA,https://i.ytimg.com/vi/cCVJ9moPbeA/hqdefault.jpg,2022-07-31T10:00:16Z,206,97
